Delivery_location_latitude,Delivery_location_longitude,order_freq,traffic_weight,Delivery_person_Ratings,Cluster
15.51395,73.847423,2,1.0,4.7,1
15.651295,73.839478,3,1.3,5.0,1
15.6396,73.812294,2,1.0,4.6,1
15.56395,73.897423,4,2.0,4.2,1
15.594419,73.805736,2,1.3,4.2,1
15.704828,73.896883,1,1.0,4.8,1
15.606833,73.858172,1,1.3,4.7,1
15.187944,73.980889,1,2.0,4.6,0
15.611295,73.799478,1,1.3,4.7,1
15.167944,73.960889,1,1.0,4.9,0
15.691295,73.879478,2,1.0,4.7,1
15.566833,73.818172,1,2.0,4.7,1
15.634419,73.845736,1,2.0,4.9,1
15.608603,73.936911,2,1.0,4.9,1
15.606561,73.813633,1,2.0,4.8,1
15.591295,73.779478,1,1.3,4.6,1
15.606162,73.935364,2,1.0,5.0,1
15.614828,73.806883,2,1.6,4.7,1
15.601295,73.789478,2,1.6,4.9,1
15.614828,73.806883,1,1.3,4.9,1
15.433897,74.044336,4,2.0,4.1,0
15.6396,73.812294,1,1.0,4.8,1
15.5896,73.762294,2,1.6,4.7,1
15.684828,73.876883,2,1.3,4.8,1
15.666683,73.84575,2,1.0,4.642455621301775,1
15.57155,73.759092,1,1.0,4.8,1
15.65155,73.839092,1,1.3,4.7,1
15.506162,73.835364,1,1.0,4.9,1
15.666561,73.873633,1,1.0,4.8,1
15.556205,73.816668,2,1.3,4.7,1
15.546205,73.806668,1,1.6,4.642455621301775,1
15.586561,73.793633,2,1.0,4.5,1
15.62315,73.89346,2,2.0,4.8,1
15.584419,73.795736,1,1.6,4.7,1
15.313897,73.924336,2,1.6,4.7,0
15.6496,73.822294,1,1.0,4.7,1
15.606561,73.813633,1,1.3,4.6,1
15.197944,73.990889,2,1.6,4.8,0
15.5996,73.772294,2,2.0,4.9,1
15.58315,73.853459,2,1.3,4.642455621301775,1
15.516162,73.845364,2,1.0,4.5,1
15.6996,73.872294,2,1.3,4.1,1
15.596833,73.848172,2,2.0,5.0,1
15.566594,73.780431,1,1.0,4.8,1
15.556162,73.885364,1,1.3,4.9,1
15.616561,73.823633,1,2.0,4.3,1
15.546833,73.798172,1,2.0,4.0,1
15.353897,73.964336,2,2.0,4.8,0
15.596833,73.848172,2,1.3,4.5,1
15.61155,73.799092,2,1.3,4.6,1
15.54395,73.877423,2,2.0,4.2,1
15.247944,74.040889,2,1.0,2.9,0
15.59155,73.779092,1,1.0,4.8,1
15.62315,73.89346,2,1.3,4.7,1
15.55315,73.82346,2,1.3,5.0,1
15.237944,74.030889,2,2.0,4.8,0
15.556162,73.885364,1,2.0,4.5,1
15.433897,74.044336,2,2.0,5.0,0
15.538603,73.866911,1,1.3,4.7,1
15.536205,73.796668,2,1.3,4.7,1
15.506162,73.835364,2,1.0,4.7,1
15.644828,73.836883,1,1.3,4.4,1
15.626162,73.955364,2,1.3,4.9,1
15.576594,73.790431,2,1.3,4.9,1
15.636561,73.843633,2,2.0,3.9,1
15.546205,73.806668,1,1.3,4.8,1
15.548603,73.876911,1,1.3,4.7,1
15.568603,73.896911,2,2.0,4.9,1
15.53395,73.867423,1,1.3,4.6,1
15.323897,73.934336,1,1.0,4.9,0
15.566561,73.773633,1,1.0,4.6,1
15.526162,73.855364,1,1.0,4.5,1
15.56315,73.83346,2,2.0,4.8,1
15.616594,73.830431,2,2.0,4.6,1
15.59155,73.779092,2,1.0,4.8,1
15.595658,73.753606,1,1.0,4.6,1
15.614419,73.825736,1,1.3,4.3,1
15.518603,73.846911,2,1.0,4.0,1
15.177944,73.970889,2,1.0,5.0,0
15.64315,73.91346,2,1.3,5.0,1
15.383897,73.994336,2,2.0,4.8,0
15.586205,73.846668,1,2.0,4.1,1
15.684828,73.876883,3,1.0,3.8,1
15.594419,73.805736,2,2.0,4.8,1
15.595658,73.753606,2,1.0,4.642455621301775,1
15.67155,73.859092,1,2.0,4.4,1
15.526833,73.778172,2,1.0,4.7,1
15.323897,73.934336,2,1.0,4.9,0
15.615658,73.773606,2,2.0,4.9,1
15.536162,73.865364,1,1.6,4.7,1
15.586833,73.838172,2,2.0,4.6,1
15.6096,73.782294,2,1.6,5.0,1
15.636561,73.843633,3,2.0,4.2,1
15.664828,73.856883,3,1.3,4.1,1
15.596833,73.848172,2,1.0,4.6,1
15.187944,73.980889,1,2.0,4.7,0
15.656683,73.83575,2,1.3,4.8,1
15.57395,73.907423,1,2.0,4.6,1
15.646683,73.82575,2,2.0,4.9,1
15.207944,74.000889,2,1.3,4.9,0
15.56395,73.897423,2,1.3,4.5,1
15.636561,73.843633,1,2.0,4.7,1
15.635658,73.793606,1,1.0,4.7,1
15.636683,73.81575,2,1.3,4.7,1
15.54395,73.877423,1,2.0,4.7,1
15.671295,73.859478,2,1.0,4.7,1
15.568603,73.896911,1,2.0,4.6,1
15.624419,73.835736,2,1.0,4.6,1
15.654828,73.846883,2,1.3,5.0,1
15.393897,74.004336,2,1.3,4.8,0
15.576594,73.790431,2,1.0,4.7,1
15.576594,73.790431,1,1.0,4.8,1
15.628603,73.956911,3,1.3,4.2,1
15.57315,73.84346,2,2.0,4.6,1
15.566594,73.780431,2,1.0,4.2,1
15.6996,73.872294,2,2.0,4.5,1
15.674419,73.885736,1,1.3,4.8,1
15.63155,73.819092,3,1.0,4.642455621301775,1
15.60395,73.937423,2,2.0,4.3,1
15.626683,73.80575,1,1.0,4.9,1
15.516205,73.776668,2,1.6,4.7,1
15.656683,73.83575,1,2.0,4.4,1
15.516162,73.845364,2,1.0,5.0,1
15.333897,73.944336,2,2.0,4.9,0
15.641295,73.829478,2,1.3,4.8,1
15.671295,73.859478,2,1.3,4.8,1
15.606162,73.935364,2,1.0,2.8,1
15.55395,73.887423,2,1.0,4.8,1
15.518603,73.846911,1,1.0,4.7,1
15.546162,73.875364,2,2.0,4.3,1
15.715658,73.873606,2,1.3,4.0,1
15.641295,73.829478,1,2.0,4.6,1
15.646833,73.898172,2,1.3,4.8,1
15.566162,73.895364,1,1.3,4.8,1
15.536833,73.788172,2,1.6,5.0,1
15.604419,73.815736,1,1.3,4.8,1
15.576162,73.905364,1,1.3,4.5,1
15.55315,73.82346,2,1.6,4.642455621301775,1
15.586162,73.915364,1,2.0,4.1,1
15.566162,73.895364,2,1.0,4.6,1
15.604828,73.796883,2,2.0,4.7,1
15.706683,73.88575,1,1.3,4.4,1
15.52315,73.79346,2,1.0,4.642455621301775,1
15.636683,73.81575,2,1.0,5.0,1
15.546833,73.798172,2,2.0,4.1,1
15.69155,73.879092,1,1.0,4.5,1
15.608603,73.936911,2,1.3,4.5,1
15.566561,73.773633,1,1.0,5.0,1
15.546833,73.798172,2,1.0,4.3,1
15.393897,74.004336,1,1.0,4.7,0
15.343897,73.954336,2,1.6,4.6,0
15.655658,73.813606,3,1.3,4.3,1
15.227944,74.020889,2,1.3,4.8,0
15.654419,73.865736,2,2.0,4.642455621301775,1
15.626833,73.878172,1,1.0,4.642455621301775,1
15.634828,73.826883,1,2.0,4.9,1
15.686683,73.86575,2,2.0,4.7,1
15.621295,73.809478,1,1.3,4.642455621301775,1
15.313897,73.924336,1,1.0,4.9,0
15.6796,73.852294,2,1.3,4.7,1
15.546833,73.798172,1,2.0,4.2,1
15.608603,73.936911,1,2.0,3.7,1
15.576205,73.836668,1,1.0,4.5,1
15.596561,73.803633,2,1.6,4.7,1
15.62155,73.809092,2,1.0,4.6,1
15.564419,73.775736,1,1.6,4.0,1
15.6196,73.792294,1,2.0,4.7,1
15.574419,73.785736,1,2.0,4.9,1
15.6796,73.852294,3,1.3,5.0,1
15.626594,73.840431,2,1.0,4.9,1
15.516205,73.776668,1,1.6,4.7,1
15.576162,73.905364,1,1.0,4.9,1
15.576561,73.783633,1,1.0,4.1,1
15.54395,73.877423,2,1.0,4.7,1
15.61155,73.799092,2,1.3,4.642455621301775,1
15.50395,73.837423,2,1.0,4.7,1
15.6396,73.812294,2,1.0,4.9,1
15.53395,73.867423,1,1.3,4.5,1
15.333897,73.944336,3,2.0,4.5,0
15.606561,73.813633,2,2.0,4.6,1
15.52395,73.857423,2,2.0,4.5,1
15.51395,73.847423,1,1.0,4.2,1
15.53315,73.80346,2,1.0,4.6,1
15.586683,73.76575,2,1.0,4.8,1
15.5996,73.772294,1,1.0,4.7,1
15.654419,73.865736,1,2.0,4.5,1
15.60315,73.87346,1,1.0,4.8,1
15.177944,73.970889,2,1.6,4.6,0
15.586594,73.800431,2,1.3,4.7,1
15.353897,73.964336,2,1.3,4.0,0
15.54315,73.81346,1,2.0,4.9,1
15.6196,73.792294,2,2.0,4.9,1
15.217944,74.010889,2,1.3,4.9,0
15.343897,73.954336,1,1.6,4.6,0
15.625658,73.783606,2,1.6,4.6,1
15.606683,73.78575,2,1.3,4.8,1
15.581295,73.769478,2,1.0,4.9,1
15.518603,73.846911,2,1.0,4.4,1
15.62395,73.957423,1,2.0,4.642455621301775,1
15.237944,74.030889,2,2.0,5.0,0
15.508603,73.836911,1,1.0,4.9,1
15.60395,73.937423,2,1.0,4.6,1
15.526162,73.855364,1,2.0,4.5,1
15.571295,73.759478,3,1.6,4.6,1
15.526205,73.786668,1,1.0,4.8,1
15.646561,73.853633,3,2.0,3.6,1
15.538603,73.866911,1,1.6,4.8,1
15.606833,73.858172,2,2.0,5.0,1
15.628603,73.956911,1,2.0,4.7,1
15.615658,73.773606,2,2.0,5.0,1
15.413897,74.024336,1,2.0,4.5,0
15.528603,73.856911,2,2.0,4.6,1
15.576561,73.783633,2,1.0,4.8,1
15.626833,73.878172,2,1.3,4.8,1
15.6796,73.852294,2,1.3,4.6,1
15.217944,74.010889,2,1.3,4.7,0
15.596833,73.848172,1,1.3,4.8,1
15.606683,73.78575,2,1.3,4.6,1
15.626594,73.840431,3,2.0,4.3,1
15.576205,73.836668,1,1.3,4.8,1
15.568603,73.896911,2,1.0,4.7,1
15.596561,73.803633,1,1.6,4.9,1
15.634828,73.826883,1,1.3,4.7,1
15.413897,74.024336,2,1.3,4.6,0
15.626162,73.955364,1,1.0,4.5,1
15.536205,73.796668,2,2.0,4.9,1
15.516162,73.845364,2,1.0,4.8,1
15.556594,73.770431,1,1.0,4.4,1
15.566833,73.818172,1,1.0,4.7,1
15.626594,73.840431,2,1.3,4.642455621301775,1
15.675658,73.833606,2,1.3,4.9,1
15.584828,73.776883,2,1.6,4.9,1
15.6996,73.872294,2,1.3,4.6,1
15.62395,73.957423,2,2.0,4.1,1
15.59315,73.86346,2,1.3,4.2,1
15.69155,73.879092,3,2.0,4.7,1
15.706683,73.88575,1,2.0,4.8,1
15.601295,73.789478,2,1.3,5.0,1
15.207944,74.000889,1,1.0,4.0,0
15.516162,73.845364,1,1.0,4.3,1
15.313897,73.924336,1,1.0,4.8,0
15.676594,73.890431,1,2.0,4.6,1
15.655658,73.813606,1,1.3,4.6,1
15.227944,74.020889,1,1.3,4.9,0
15.706683,73.88575,1,1.3,4.8,1
15.628603,73.956911,2,2.0,4.642455621301775,1
15.6596,73.832294,1,2.0,4.7,1
15.676594,73.890431,1,2.0,4.6,1
15.591295,73.779478,2,1.3,5.0,1
15.594828,73.786883,2,1.0,4.6,1
15.58155,73.769092,3,1.6,4.6,1
15.586561,73.793633,2,2.0,4.3,1
15.413897,74.024336,3,2.0,4.4,0
15.604828,73.796883,2,1.3,4.9,1
15.645658,73.803606,2,1.3,4.8,1
15.616205,73.876668,2,1.3,4.8,1
15.64315,73.91346,2,1.3,4.6,1
15.578603,73.906911,2,1.0,4.6,1
15.616683,73.79575,1,1.3,4.8,1
15.594828,73.786883,2,1.0,4.8,1
15.686683,73.86575,1,2.0,4.6,1
15.58315,73.853459,3,2.0,3.8,1
15.596683,73.77575,2,1.6,4.3,1
15.546162,73.875364,2,2.0,4.8,1
15.588603,73.916911,2,1.3,4.8,1
15.58315,73.853459,2,1.0,4.6,1
15.59315,73.86346,2,1.3,4.6,1
15.323897,73.934336,2,1.6,4.3,0
15.526833,73.778172,2,1.0,4.8,1
15.528603,73.856911,2,1.3,4.1,1
15.594419,73.805736,2,1.3,4.9,1
15.576833,73.828172,2,2.0,4.5,1
15.636683,73.81575,2,2.0,4.7,1
15.594828,73.786883,2,1.0,4.1,1
15.53395,73.867423,2,1.3,4.6,1
15.596683,73.77575,1,1.0,4.7,1
15.614419,73.825736,1,1.3,4.8,1
15.64155,73.829092,1,2.0,4.6,1
15.605658,73.763606,1,1.6,4.8,1
15.641295,73.829478,2,1.3,4.6,1
15.571295,73.759478,2,1.0,4.8,1
15.353897,73.964336,1,1.0,4.9,0
15.536162,73.865364,2,1.6,4.6,1
15.554419,73.765736,2,1.6,4.7,1
15.60155,73.789092,1,1.3,4.6,1
15.635658,73.793606,1,2.0,4.5,1
15.631295,73.819478,1,2.0,4.9,1
15.686683,73.86575,3,2.0,3.7,1
15.564419,73.775736,2,1.0,4.9,1
15.704828,73.896883,2,1.0,4.6,1
15.596205,73.856668,2,2.0,5.0,1
15.556205,73.816668,1,1.3,4.8,1
15.586833,73.838172,2,1.3,5.0,1
15.574419,73.785736,2,1.3,4.1,1
15.187944,73.980889,2,2.0,4.4,0
15.57395,73.907423,2,1.0,4.8,1
15.616594,73.830431,2,2.0,4.6,1
15.6996,73.872294,2,1.0,4.6,1
15.605658,73.763606,2,1.6,4.9,1
15.634419,73.845736,3,2.0,5.0,1
15.62155,73.809092,2,1.3,4.6,1
15.287944,74.080889,2,2.0,4.2,0
15.247944,74.040889,1,2.0,3.8,0
15.60155,73.789092,1,1.6,4.9,1
15.625658,73.783606,2,1.6,4.9,1
15.591295,73.779478,1,1.0,4.9,1
15.54315,73.81346,1,1.0,4.8,1
15.584828,73.776883,2,1.0,4.9,1
15.556833,73.808172,2,1.3,4.9,1
15.656683,73.83575,1,2.0,5.0,1
15.576205,73.836668,1,1.3,4.9,1
15.606594,73.820431,2,1.0,4.8,1
15.645658,73.803606,1,1.0,4.9,1
15.666683,73.84575,2,1.3,4.8,1
15.313897,73.924336,1,1.0,4.7,0
15.58155,73.769092,2,1.0,4.9,1
15.586561,73.793633,2,1.0,4.7,1
15.546162,73.875364,1,2.0,4.4,1
15.654419,73.865736,2,1.0,4.5,1
15.586833,73.838172,2,1.0,5.0,1
15.654828,73.846883,2,2.0,4.8,1
15.665658,73.823606,2,1.0,4.5,1
15.596594,73.810431,1,1.0,4.5,1
15.323897,73.934336,2,1.0,4.2,0
15.556162,73.885364,1,1.0,4.8,1
15.556833,73.808172,2,1.6,5.0,1
15.65155,73.839092,2,2.0,4.7,1
15.664828,73.856883,1,1.0,4.642455621301775,1
15.60155,73.789092,2,1.6,4.8,1
15.665658,73.823606,1,1.0,4.8,1
15.267944,74.060889,2,1.0,4.6,0
15.6496,73.822294,2,2.0,3.6,1
15.536205,73.796668,2,1.0,4.7,1
15.546162,73.875364,2,1.0,4.8,1
15.508603,73.836911,2,1.0,4.8,1
15.606833,73.858172,2,1.3,4.642455621301775,1
15.57155,73.759092,2,1.0,4.7,1
15.6796,73.852294,2,1.3,4.9,1
15.50395,73.837423,2,1.0,5.0,1
15.604828,73.796883,2,2.0,4.6,1
15.621295,73.809478,2,1.3,4.9,1
15.5996,73.772294,2,2.0,4.0,1
15.604828,73.796883,1,2.0,4.8,1
15.5996,73.772294,2,1.0,4.642455621301775,1
15.237944,74.030889,1,2.0,4.8,0
15.594828,73.786883,2,1.0,4.6,1
15.57155,73.759092,1,1.0,4.5,1
15.546205,73.806668,2,1.6,4.6,1
15.528603,73.856911,4,2.0,4.642455621301775,1
15.664828,73.856883,1,2.0,5.0,1
15.586594,73.800431,2,1.3,4.9,1
15.675658,73.833606,2,1.3,4.8,1
15.59315,73.86346,2,1.0,4.6,1
15.616594,73.830431,2,1.0,4.6,1
15.6496,73.822294,2,1.0,5.0,1
15.564419,73.775736,2,1.0,4.642455621301775,1
15.691295,73.879478,2,2.0,3.7,1
15.606162,73.935364,2,1.0,4.8,1
15.58395,73.917423,2,2.0,4.4,1
15.576833,73.828172,1,1.3,4.8,1
15.596683,73.77575,2,1.0,4.9,1
15.506162,73.835364,1,1.0,4.9,1
15.247944,74.040889,2,1.3,4.8,0
15.624828,73.816883,2,2.0,4.7,1
15.566162,73.895364,2,2.0,4.1,1
15.61155,73.799092,3,2.0,4.4,1
15.383897,73.994336,2,2.0,4.6,0
15.237944,74.030889,1,1.3,4.642455621301775,0
15.631295,73.819478,2,2.0,4.6,1
15.655658,73.813606,2,2.0,5.0,1
15.227944,74.020889,2,2.0,4.7,0
15.646561,73.853633,2,1.3,4.8,1
15.606162,73.935364,1,1.0,4.7,1
15.57155,73.759092,2,1.0,4.3,1
15.604419,73.815736,2,2.0,4.0,1
15.64315,73.91346,2,1.0,3.3,1
15.616683,73.79575,2,1.6,4.8,1
15.588603,73.916911,2,2.0,5.0,1
15.287944,74.080889,1,1.3,4.8,0
15.624419,73.835736,1,2.0,4.5,1
15.62155,73.809092,1,1.0,4.4,1
15.54315,73.81346,2,2.0,5.0,1
15.6296,73.802294,1,2.0,4.8,1
15.624828,73.816883,1,1.3,4.7,1
15.596683,73.77575,2,1.0,4.6,1
15.52315,73.79346,2,1.0,4.6,1
15.616683,73.79575,2,1.6,4.9,1
15.57315,73.84346,2,2.0,4.7,1
15.363897,73.974336,2,2.0,4.8,0
15.611295,73.799478,2,2.0,4.8,1
15.60315,73.87346,2,2.0,4.9,1
15.568603,73.896911,2,1.0,4.6,1
15.644828,73.836883,4,2.0,4.9,1
15.60315,73.87346,3,2.0,4.8,1
15.596561,73.803633,1,1.6,4.8,1
15.217944,74.010889,2,1.3,5.0,0
15.586683,73.76575,1,1.0,4.6,1
15.665658,73.823606,2,2.0,5.0,1
15.65155,73.839092,2,1.3,4.8,1
15.656594,73.870431,2,1.3,4.9,1
15.55395,73.887423,2,1.3,4.8,1
15.506162,73.835364,1,1.0,4.6,1
15.586162,73.915364,2,1.3,4.8,1
15.383897,73.994336,2,1.0,4.0,0
15.5796,73.752294,2,1.6,4.5,1
15.287944,74.080889,2,2.0,4.1,0
15.64155,73.829092,2,1.0,4.8,1
15.606594,73.820431,2,2.0,4.5,1
15.695658,73.853606,2,1.3,4.642455621301775,1
15.516205,73.776668,2,1.6,4.6,1
15.616561,73.823633,1,1.3,4.6,1
15.558603,73.886911,2,2.0,4.7,1
15.56395,73.897423,1,1.0,4.8,1
15.538603,73.866911,1,1.6,4.9,1
15.636205,73.896668,2,1.0,4.8,1
15.56395,73.897423,2,2.0,4.642455621301775,1
15.574419,73.785736,2,1.3,4.8,1
15.626561,73.833633,1,1.0,3.4,1
15.625658,73.783606,2,1.3,4.6,1
15.508603,73.836911,2,1.6,4.8,1
15.636205,73.896668,2,1.0,4.8,1
15.5896,73.762294,2,1.0,4.8,1
15.671295,73.859478,1,1.3,4.7,1
15.674419,73.885736,2,1.0,4.8,1
15.586561,73.793633,2,1.0,4.8,1
15.684828,73.876883,2,2.0,4.6,1
